Region,Month,From_date,to_date,Holiday,Country
Africa,Jun-18,05/06/2018,05/06/2018,Liberation Day,SEYCHELLES ISLANDS
Africa,Jan-21,06-Jan-21,06-Jan-21,Epiphany,ETHIOPIA
Africa,Jan-21,07-Jan-21,07-Jan-21,Orthodox/ Coptic Christmas,EGYPT
Africa,Jan-21,07-Jan-21,07-Jan-21,Orthodox/ Coptic Christmas,ETHIOPIA
Africa,Jan-21,07-Jan-21,07-Jan-21,Orthodox/ Coptic Christmas,REPUBLIC OF THE SUDAN
Africa,Jan-21,11-Jan-21,11-Jan-21,Proclamation of Independence,MOROCCO
Africa,Jan-21,12-Jan-21,12-Jan-21,Revolution Day,TANZANIA
Africa,Jan-21,14-Jan-21,14-Jan-21,Revolution Day,TUNISIA
Africa,Jan-21,26-Jan-21,26-Jan-21,NRM Liberation Day,UGANDA
Africa,Jan-21,28-Jan-21,28-Jan-21,Thaipoosam,MAURITIUS
Africa,Jan-21,12-Feb-21,12-Feb-21,Chinese New Year,MAURITIUS
Africa,Feb-21,01-Feb-21,01-Feb-21,Abolition of Slavery,MAURITIUS
Africa,Feb-21,03-Feb-21,03-Feb-21,Heroes Day,MOZAMBIQUE
Africa,Feb-21,04-Feb-21,04-Feb-21,Liberation Day,ANGOLA
Africa,Mar-21,06-Mar-21,06-Mar-21,Independence Day,GHANA
Africa,Mar-21,10-Mar-21,10-Mar-21,Isra Al Mairaj,SENEGAL
Africa,Mar-21,10-Mar-21,10-Mar-21,Isra Al Mairaj,SOUTH AFRICA
Africa,Mar-21,11-Mar-21,11-Mar-21,Maha sivaratri,MAURITIUS
Africa,Mar-21,12-Mar-21,12-Mar-21,Independence Day,MAURITIUS
Africa,Mar-21,12-Mar-21,12-Mar-21,Youth Day,ZAMBIA
Africa,Mar-21,20-Mar-21,20-Mar-21,Independence Day,TUNISIA
Africa,Mar-21,21-Mar-21,22-Mar-21,Human Rights Day,SOUTH AFRICA
Africa,Jun-18,18/06/2018,18/06/2018,Constitution Day,SEYCHELLES ISLANDS
Africa,Apr-21,04-Apr-21,04-Apr-21,Independence Day,SENEGAL
Africa,Apr-21,04-Apr-21,05-Apr-21,Peace Day,ANGOLA
Africa,Apr-21,07-Apr-21,07-Apr-21,Karume Day,TANZANIA
Africa,Apr-21,09-Apr-21,09-Apr-21,Martyr's Day,TUNISIA
Africa,Jun-18,29/06/2018,29/06/2018,National Day,SEYCHELLES ISLANDS
Africa,Apr-21,13-Apr-21,13-Apr-21,Ugadi/Gudi Padwa,MAURITIUS
Africa,Apr-21,18-Apr-21,19-Apr-21,Independence Day,ZIMBABWE
Africa,Apr-21,25-Apr-21,25-Apr-21,Liberation Day,EGYPT
Africa,Apr-21,26-Apr-21,26-Apr-21,Union Day,TANZANIA
Africa,Apr-21,27-Apr-21,27-Apr-21,Freedom Day,SOUTH AFRICA
West -  South East Asia & Iran,Sep-18,20/09/2018,20/09/2018,Ashurra,"INDIA, IRAN"
Africa,Dec-18,08/12/2018,08/12/2018,Immaculate Conception,SEYCHELLES ISLANDS
Africa,May-21,03-May-21,03-May-21,Sham El Nassim,EGYPT
Africa,May-21,05-May-21,05-May-21,Patriot's Victory day,ETHIOPIA
All Regions,Jan-19,01/01/2019,01/01/2019, New Year ,NETWORKWIDE
West -  South East Asia & Iran,Jan-19,15/01/2019,15/01/2019, Pongal/Magar Sankranti ,"INDIA,NEPAL"
All Regions,Dec-19,25/12/2019,25/12/2019, Christmas ,NETWORKWIDE
Africa,May-21,13-May-21,13-May-21,Korite,SENEGAL
All Regions,Apr-19,19/04/2019,22/04/2019, Good Friday - Easter ,NETWORKWIDE
Africa,May-21,25-May-21,25-May-21,African Unity Day,GHANA
Africa,May-21,25-May-21,25-May-21,African Unity Day,ZAMBIA
Africa,May-21,25-May-21,25-May-21,African Unity Day,ZIMBABWE
Africa,May-21,28-May-21,28-May-21,Downfall of the Derg,ETHIOPIA
Africa,Jun-21,01-Jun-21,01-Jun-21,Madraka Day,KENYA
Africa,Jun-21,03-Jun-21,03-Jun-21,Martyr's Day,UGANDA
All Regions,Apr-19,26/04/2019,29/04/2019, Orthodox Good Friday & Coptic Easter ,NETWORKWIDE
Africa,Jun-21,09-Jun-21,09-Jun-21,National Heroes Day,UGANDA
Africa,Jun-21,12-Jun-21,12-Jun-21,Democracy Day,NIGERIA
Africa,Jun-21,16-Jun-21,16-Jun-21,Youth Day,SOUTH AFRICA
West -  South East Asia & Iran,Sep-19,11/09/2019,13/09/2019, Onam ,SOUTH INDIA
Africa,Jun-21,25-Jun-21,25-Jun-21,Independence Day,MOZAMBIQUE
West -  South East Asia & Iran,Jan-18,14/01/2018,17/01/2018,Pongal/Magar Sankranti,"INDIA,NEPAL"
Africa,Jun-21,30-Jun-21,30-Jun-21,Revolution Day,REPUBLIC OF THE SUDAN
Africa,Jul-21,01-Jul-21,01-Jul-21,Republic day,GHANA
Africa,Jul-21,05-Jul-21,05-Jul-21,Heroes Day,ZAMBIA
Africa,Jul-21,05-Jul-21,05-Jul-21,Independence Day,ALGERIA
Africa,Jul-21,06-Jul-21,06-Jul-21,Unity Day,ZAMBIA
Africa,Jul-21,07-Jul-21,07-Jul-21,Saba Saba Day,TANZANIA
All Regions,Apr-18,06/04/2018,09/04/2018,Orthodox Good Friday & Coptic Easter,NETWORKWIDE
West -  South East Asia & Iran,Aug-18,23/08/2018,24/08/2018,Onam,SOUTH INDIA
Africa,Jul-21,19-Jul-21,20-Jul-21,Tabaski(EidalAdha),SENEGAL
Africa,Jul-21,23-Jul-21,23-Jul-21,Revolution Day,EGYPT
Africa,Jul-21,23-Jul-21,23-Jul-21,Revolution Day(Beginning),EGYPT
Africa,Jul-21,25-Jul-21,25-Jul-21,Republic day,TUNISIA
Africa,Jul-21,30-Jul-21,30-Jul-21,Enthronement Day,MOROCCO
Africa,Aug-21,02-Aug-21,02-Aug-21,Farmer's Day,ZAMBIA
Africa,Aug-21,04-Aug-21,04-Aug-21,Founder's Day,GHANA
All Regions,Mar-18,30/03/2018,02/04/2018,Good Friday - Easter,NETWORKWIDE
Africa,Aug-21,08-Aug-21,08-Aug-21,Farmer'sDay (NaneNane),TANZANIA
Africa,Aug-21,09-Aug-21,09-Aug-21,Heroes Day,ZIMBABWE
Africa,Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,ALGERIA
Africa,Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,EGYPT
Africa,Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,SENEGAL
Africa,Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,REPUBLIC OF THE SUDAN
Africa,Aug-21,09-Aug-21,10-Aug-21,Hijri NY/Muharram,TUNISIA
Africa,Aug-21,09-Aug-21,09-Aug-21,National Women's Day,SOUTH AFRICA
Africa,Aug-21,10-Aug-21,10-Aug-21,Defence Forces Day,ZIMBABWE
Africa,Aug-21,13-Aug-21,13-Aug-21,Women Day,TUNISIA
Africa,Aug-21,14-Aug-21,14-Aug-21,Oued Ed Dahab Day,MOROCCO
All Regions,Jan-18,01/01/2018,01/01/2018,New Year,NETWORKWIDE
Africa,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,MAURITIUS
Africa,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,SENEGAL
All Regions,Dec-18,25/12/2018,25/12/2018,Christmas,NETWORKWIDE
Africa,Aug-21,18-Aug-21,19-Aug-21,Ashurra,ALGERIA
Africa,Aug-21,20-Aug-21,20-Aug-21,Revolution Day,MOROCCO
Africa,Aug-21,21-Aug-21,21-Aug-21,Youth Day,MOROCCO
Africa,Sep-21,07-Sep-21,07-Sep-21,Victory Day,MOZAMBIQUE
Africa,Sep-21,10-Sep-21,10-Sep-21,Ganesh Chathurti,MAURITIUS
Africa,Sep-21,11-Sep-21,11-Sep-21,Enkutatash(NY),ETHIOPIA
West -  South East Asia & Iran,Apr-19,15/04/2019,15/04/2019, Vishu ,INDIA (SOUTH)
Africa,Sep-21,17-Sep-21,17-Sep-21,National Day(Heroesday),ANGOLA
Africa,Sep-21,24-Sep-21,24-Sep-21,Heritage Day,SOUTH AFRICA
Africa,Sep-21,25-Sep-21,25-Sep-21,Revolution Day,MOZAMBIQUE
Africa,Sep-21,26-Sep-21,26-Sep-21,Revolution Day,YEMEN
Africa,Sep-21,27-Sep-21,27-Sep-21,Meskel,ETHIOPIA
Africa,Oct-21,01-Oct-21,01-Oct-21,Independence Day,NIGERIA
Africa,Oct-21,04-Oct-21,05-Oct-21,Day of peace & reconciliation,MOZAMBIQUE
Africa,Oct-21,06-Oct-21,06-Oct-21,Armed forces Day,EGYPT
Africa,Oct-21,09-Oct-21,09-Oct-21,Independence Day,UGANDA
Africa,Oct-21,14-Oct-21,14-Oct-21,Mwalimu Nyerere Day,TANZANIA
Africa,Oct-21,15-Oct-21,15-Oct-21,Evacuation Day,TUNISIA
Africa,Oct-21,18-Oct-21,18-Oct-21,National Prayer Day,ZAMBIA
Africa,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,ALGERIA
West - South East Asia,Aug-20,02-Sep-20,02-Sep-20,Onam,INDIA (SOUTH)
Africa,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,EGYPT
Africa,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,ETHIOPIA
Africa,Oct-21,19-Oct-21,20-Oct-21,Milad ul Nabi/Mawlid/Maouloud,MOROCCO
Africa,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,SENEGAL
Africa,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,REPUBLIC OF THE SUDAN
Africa,Oct-21,19-Oct-21,19-Oct-21,Milad ul Nabi/Mawlid/Maouloud,TUNISIA
Africa,Oct-21,20-Oct-21,20-Oct-21,Mashujaa Day,KENYA
West - South East Asia,Aug-21,21-Aug-21,21-Aug-21,Onam,INDIA (SOUTH)
Africa,Oct-21,25-Oct-21,25-Oct-21,Independence Day,ZAMBIA
Africa,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,MAURITIUS
Africa,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,SENEGAL
Europe & Russia,Apr-19,25/04/2019,25/04/2019, Freedom Day/Anni of Liberation ,"PORTUGAL,ITALY"
Africa,Nov-21,01-Nov-21,01-Nov-21,Anniversary of the reunion,ALGERIA
Africa,Nov-21,02-Nov-21,02-Nov-21,Arrival of Indentured Labourers,MAURITIUS
Africa,Nov-21,04-Nov-21,04-Nov-21,Diwali,MAURITIUS
Africa,Nov-21,06-Nov-21,06-Nov-21,Green March Day,MOROCCO
West -  South East Asia & Iran,Apr-19,03/04/2019,03/04/2019, Isra Al Mairaj/Mabaath ,"INDONESIA, IRAN"
Africa,Nov-21,18-Nov-21,18-Nov-21,Independence Day,MOROCCO
Africa,Dec-21,03-Dec-21,03-Dec-21,Farmer's Day,GHANA
Africa,May-19,30/05/2019,30/05/2019, Ascension Day ,COTE D IVOIRE
Africa,Dec-21,09-Dec-21,09-Dec-21,Independence Day,TANZANIA
Africa,Dec-21,12-Dec-21,13-Dec-21,Jamhuri,KENYA
Africa,Dec-21,16-Dec-21,16-Dec-21,Day of Reconciliation,SOUTH AFRICA
Africa,Dec-21,22-Dec-21,22-Dec-21,Unity Day,ZIMBABWE
Africa,May-19,31/05/2019,31/05/2019, Laila tou kadir ,COTE D IVOIRE
MIddle East & GCC,May-19,12/05/2019,12/05/2019, Independence Day/Liberation Day ,"JORDAN,LEBANON"
Africa,Dec-21,26-Dec-21,26-Dec-21,Day of Goodwill,SOUTH AFRICA
Africa,Jun-19,09/06/2019,09/06/2019, Whit Sunday/Monday ,COTE D IVOIRE
Americas,Feb-21,05-Feb-21,05-Feb-21,Constitution Day,MEXICO
Americas,Feb-21,12-Feb-21,20-Feb-21,Carnival,ARGENTINA
Americas,Feb-21,12-Feb-21,20-Feb-21,Carnival,BRAZIL
Americas,Feb-21,12-Feb-21,20-Feb-21,Carnival,ECUADOR
Americas,Feb-21,12-Feb-21,20-Feb-21,Carnival,PANAMA
Americas,Feb-21,12-Feb-21,20-Feb-21,Carnival,URUGUAY
Americas,Feb-21,12-Feb-21,20-Feb-21,Carnival,VENEZUELA
Americas,Feb-21,16-Feb-21,16-Feb-21,Mardi Gras,PANAMA
Americas,Mar-21,15-Mar-21,15-Mar-21,Benito Juarezs day,MEXICO
Americas,Mar-21,24-Mar-21,24-Mar-21,Memorial Day,ARGENTINA
Europe & Russia,Jun-19,17/06/2019,17/06/2019, Orthodox Whit Monday ,"CYPRUS, GREECE"
Americas,Apr-21,02-Apr-21,02-Apr-21,Malvinas Day,ARGENTINA
Africa,Aug-19,07/08/2019,07/08/2019, Independence day ,COTE D IVOIRE
Americas,Apr-21,21-Apr-21,21-Apr-21,Tirandentes,BRAZIL
Africa,Nov-19,15/11/2019,15/11/2019, National Peace Day ,COTE D IVOIRE
Africa,May-20,01-May-20,01-May-20,Labour Day,COTE D IVOIRE
Africa,May-20,20-May-20,20-May-20,Laila tou kadir(Laylat al Qadr),COTE D IVOIRE
Americas,May-21,13-May-21,13-May-21,Ascension Day,COLOMBIA
Americas,May-21,13-May-21,13-May-21,Ascension Day,VENEZUELA
Americas,May-21,21-May-21,21-May-21,Navy Day,CHILE
Americas,May-21,24-May-21,24-May-21,Anniv of the battle of Pichincha,ECUADOR
Americas,May-21,24-May-21,24-May-21,Victoria Day,CANADA
Americas,May-21,25-May-21,25-May-21,National Day,ARGENTINA
Americas,May-21,31-May-21,31-May-21,Memorial Day,UNITED STATES OF AMERICA
Americas,Jun-21,03-Jun-21,03-Jun-21,Corpus Christi,BRAZIL
Americas,Jun-21,03-Jun-21,03-Jun-21,Corpus Christi,VENEZUELA
Americas,Jun-21,14-Jun-21,14-Jun-21,Day of Sacred Heart,COLOMBIA
Americas,Jun-21,17-Jun-21,17-Jun-21,Martin Miguel de Guemes Day,ARGENTINA
Americas,Jun-21,20-Jun-21,20-Jun-21,National Flag Day,ARGENTINA
Americas,Jun-21,28-Jun-21,28-Jun-21,St Peter & St Pauls Day,CHILE
Americas,Jun-21,28-Jun-21,28-Jun-21,St Peter & St Pauls Day,COLOMBIA
Americas,Jun-21,29-Jun-21,29-Jun-21,St Peter & St Pauls Day,PERU
Americas,Jun-21,29-Jun-21,29-Jun-21,St Peter & St Pauls Day,VENEZUELA
Americas,Jul-21,01-Jul-21,01-Jul-21,Canada Day,CANADA
Americas,Jul-21,04-Jul-21,05-Jul-21,Independence Day,UNITED STATES OF AMERICA
Americas,Jul-21,05-Jul-21,05-Jul-21,Independence Day,VENEZUELA
Americas,Jul-21,09-Jul-21,09-Jul-21,Independence Day,ARGENTINA
Americas,Jul-21,09-Jul-21,09-Jul-21,State rebellion Day,BRAZIL
Americas,Jul-21,16-Jul-21,16-Jul-21,Our lady of Mt Carmel,CHILE
Americas,Jul-21,18-Jul-21,18-Jul-21,Constitution Day,URUGUAY
Africa,May-20,21-May-20,21-May-20,Ascension Day,COTE D IVOIRE
Americas,Jul-21,20-Jul-21,20-Jul-21,Independence Day,COLOMBIA
Americas,Aug-21,02-Aug-21,02-Aug-21,August Bank Holiday/Civic Holiday,CANADA
Americas,Aug-21,09-Aug-21,09-Aug-21,Independence Day,ECUADOR
Americas,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,CHILE
Americas,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,PARAGUAY
Americas,Aug-21,15-Aug-21,15-Aug-21,Assumption Day,VENEZUELA
Americas,Aug-21,17-Aug-21,17-Aug-21,San Martin's Day,ARGENTINA
Americas,Sep-21,06-Sep-21,06-Sep-21,Labour Day,CANADA
Americas,Sep-21,06-Sep-21,06-Sep-21,Labour Day,UNITED STATES OF AMERICA
Americas,Sep-21,07-Sep-21,07-Sep-21,Independence Day,BRAZIL
Americas,Sep-21,16-Sep-21,16-Sep-21,Independence Day,MEXICO
Americas,Sep-21,18-Sep-21,18-Sep-21,Independence Day,CHILE
Americas,Sep-21,19-Sep-21,19-Sep-21,Army Day,CHILE
Americas,Oct-21,09-Oct-21,09-Oct-21,Independence Day of Guayaquil,ECUADOR
Americas,Oct-21,11-Oct-21,11-Oct-21,Columbus Day,ARGENTINA
Americas,Oct-21,11-Oct-21,11-Oct-21,Columbus Day,CHILE
Americas,Oct-21,11-Oct-21,11-Oct-21,Columbus Day,COLOMBIA
Americas,Oct-21,11-Oct-21,11-Oct-21,Columbus Day,URUGUAY
Americas,Oct-21,11-Oct-21,11-Oct-21,Columbus Day,UNITED STATES OF AMERICA
Americas,Oct-21,11-Oct-21,11-Oct-21,Race Day,CHILE
Americas,Oct-21,11-Oct-21,11-Oct-21,Thanksgiving Day,CANADA
Americas,Oct-21,12-Oct-21,12-Oct-21,Day of Respect for Cultural Diversity,ARGENTINA
Americas,Oct-21,12-Oct-21,12-Oct-21,Lady of Aparecida,BRAZIL
Americas,Oct-21,31-Oct-21,31-Oct-21,Reformation Day,CHILE
Americas,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,BRAZIL
Americas,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,CHILE
Americas,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,COLOMBIA
Americas,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,MEXICO
Americas,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,PERU
Americas,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,URUGUAY
Americas,Nov-21,01-Nov-21,02-Nov-21,All Saints/All Souls Day,UNITED STATES OF AMERICA
Americas,Nov-21,02-Nov-21,02-Nov-21,Day of the dead,MEXICO
Americas,Nov-21,03-Nov-21,03-Nov-21,Independence Day,PANAMA
Americas,Nov-21,03-Nov-21,03-Nov-21,Independence of Cuenca,ECUADOR
Americas,Nov-21,03-Nov-21,03-Nov-21,Seperation Day,PANAMA
Americas,Nov-21,04-Nov-21,04-Nov-21,Flag Day,PANAMA
Americas,Nov-21,05-Nov-21,05-Nov-21,Colon Day,PANAMA
Americas,Nov-21,10-Nov-21,10-Nov-21,Los Santos Uprising Day,PANAMA
Americas,Nov-21,11-Nov-21,11-Nov-21,Remembrance Day,CANADA
Americas,Nov-21,11-Nov-21,11-Nov-21,Veteran's Day,UNITED STATES OF AMERICA
Americas,Nov-21,15-Nov-21,15-Nov-21,Republic day,BRAZIL
Americas,Nov-21,15-Nov-21,15-Nov-21,Revolution Day,MEXICO
Americas,Nov-21,20-Nov-21,20-Nov-21,Black consciousness Day,BRAZIL
Americas,Nov-21,22-Nov-21,22-Nov-21,National Sovereignty Day,ARGENTINA
Americas,Nov-21,25-Nov-21,25-Nov-21,Thanksgiving Day,UNITED STATES OF AMERICA
Americas,Dec-21,08-Dec-21,08-Dec-21,Immaculate Conception,ARGENTINA
Americas,Dec-21,08-Dec-21,08-Dec-21,Immaculate Conception,CHILE
Americas,Dec-21,08-Dec-21,08-Dec-21,Immaculate Conception,COLOMBIA
Americas,Dec-21,08-Dec-21,08-Dec-21,Immaculate Conception,PANAMA
Americas,Dec-21,08-Dec-21,08-Dec-21,Immaculate Conception,PERU
Americas,Dec-21,08-Dec-21,08-Dec-21,Immaculate Conception,VENEZUELA
Americas,Dec-21,12-Dec-21,12-Dec-21,Díadela Virgende Guadalupe,MEXICO
Africa,May-20,31-May-20,31-May-20,Whit Sunday/Monday,COTE D IVOIRE
Africa,Jul-20,30-Jul-20,31-Jul-20,Tabaski(EidalAdha),COTE D IVOIRE
Europe & Russia,Jan-21,01-Jan-21,05-Jan-21,NY Week & Bank Holiday,RUSSIAN FEDERATION
Europe & Russia,Jan-21,01-Jan-21,01-Jan-21,Restoration Day,CZECH REPUBLIC
Europe & Russia,Jan-21,06-Jan-21,06-Jan-21,Epiphany,ARMENIA
Europe & Russia,Jan-21,06-Jan-21,06-Jan-21,Epiphany,AUSTRIA
Europe & Russia,Jan-21,06-Jan-21,06-Jan-21,Epiphany,CROATIA
Europe & Russia,Jan-21,06-Jan-21,06-Jan-21,Epiphany,CYPRUS
Europe & Russia,Jan-21,06-Jan-21,06-Jan-21,Epiphany,FINLAND
Europe & Russia,Jan-21,06-Jan-21,06-Jan-21,Epiphany,GREECE
Europe & Russia,Jan-21,06-Jan-21,06-Jan-21,Epiphany,ITALY
Europe & Russia,Jan-21,06-Jan-21,06-Jan-21,Epiphany,POLAND
Europe & Russia,Jan-21,06-Jan-21,06-Jan-21,Epiphany,SPAIN
Europe & Russia,Jan-21,06-Jan-21,06-Jan-21,Epiphany,SWEDEN
Europe & Russia,Jan-21,07-Jan-21,07-Jan-21,Orthodox/ Coptic Christmas,RUSSIAN FEDERATION
Europe & Russia,Feb-21,16-Feb-21,16-Feb-21,Carnival,PORTUGAL
Europe & Russia,Feb-21,23-Feb-21,23-Feb-21,Red Army Day,RUSSIAN FEDERATION
Europe & Russia,Mar-21,15-Mar-21,15-Mar-21,Ash Monday (Green Monday),CYPRUS
Europe & Russia,Mar-21,15-Mar-21,15-Mar-21,Ash Monday (Green Monday),GREECE
Europe & Russia,Mar-21,15-Mar-21,15-Mar-21,National Day/Revolution day,HUNGARY
Europe & Russia,Mar-21,17-Mar-21,17-Mar-21,St.Patrick's Day,IRELAND
Europe & Russia,Mar-21,19-Mar-21,19-Mar-21,St Joseph's Day,MALTA
Europe & Russia,Mar-21,25-Mar-21,25-Mar-21,Greek Independence Day,GREECE
Europe & Russia,Mar-21,25-Mar-21,25-Mar-21,Grrek Independence Day,CYPRUS
Europe & Russia,Mar-21,31-Mar-21,31-Mar-21,Freedom Day,MALTA
Europe & Russia,Apr-21,01-Apr-21,01-Apr-21,National Day,CYPRUS
Africa,Aug-20,07-Aug-20,07-Aug-20,Independence Day,COTE D IVOIRE
Africa,Aug-20,15-Aug-20,15-Aug-20,Assumption Day,COTE D IVOIRE
Europe & Russia,Apr-21,23-Apr-21,23-Apr-21,National Sovereignty Day,TURKEY
Europe & Russia,Apr-21,25-Apr-21,25-Apr-21,Freedom Day/Anni of Liberation,ITALY
Europe & Russia,Apr-21,25-Apr-21,25-Apr-21,Freedom Day/Anni of Liberation,PORTUGAL
Europe & Russia,Apr-21,27-Apr-21,27-Apr-21,King's birthday,NETHERLANDS
Europe & Russia,Apr-21,30-Apr-21,30-Apr-21,General Prayer Day,DENMARK
Africa,Oct-20,28-Oct-20,29-Oct-20,Milad ul Nabi/Mawlid/Maouloud,COTE D IVOIRE
Africa,Nov-20,15-Nov-20,16-Nov-20,National Peace Day,COTE D IVOIRE
Europe & Russia,May-21,01-May-21,01-May-21,Solidarity Day,TURKEY
Europe & Russia,May-21,03-May-21,03-May-21,Constitution Day,POLAND
Europe & Russia,May-21,03-May-21,03-May-21,May Bank Holiday,IRELAND
Europe & Russia,May-21,03-May-21,03-May-21,May Bank Holiday,UNITED KINGDOM
Europe & Russia,May-21,03-May-21,03-May-21,May Day,IRELAND
Europe & Russia,May-21,04-May-21,04-May-21,National Remembrance Day,NETHERLANDS
Europe & Russia,May-21,05-May-21,05-May-21,Liberation Day,NETHERLANDS
Europe & Russia,May-21,08-May-21,08-May-21,Liberation Day,CZECH REPUBLIC
Europe & Russia,May-21,08-May-21,08-May-21,V-E Day,FRANCE
Europe & Russia,May-21,09-May-21,09-May-21,Victory Day,RUSSIAN FEDERATION
Africa,May-21,09-May-21,10-May-21,Laila tou kadir(Laylat al Qadr),COTE D IVOIRE
Europe & Russia,May-21,13-May-21,13-May-21,Ascension Day,AUSTRIA
Europe & Russia,May-21,13-May-21,13-May-21,Ascension Day,BELGIUM
Europe & Russia,May-21,13-May-21,13-May-21,Ascension Day,DENMARK
Europe & Russia,May-21,13-May-21,13-May-21,Ascension Day,FINLAND
Europe & Russia,May-21,13-May-21,13-May-21,Ascension Day,FRANCE
Europe & Russia,May-21,13-May-21,13-May-21,Ascension Day,GERMANY
Europe & Russia,May-21,13-May-21,13-May-21,Ascension Day,NETHERLANDS
Europe & Russia,May-21,13-May-21,13-May-21,Ascension Day,NORWAY
Europe & Russia,May-21,13-May-21,13-May-21,Ascension Day,SWEDEN
Europe & Russia,May-21,13-May-21,13-May-21,Ascension Day,SWITZERLAND
Europe & Russia,May-21,17-May-21,17-May-21,Constitution Day,NORWAY
Europe & Russia,May-21,19-May-21,19-May-21,Commemoration of Ataturk,TURKEY
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,AUSTRIA
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,BELGIUM
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,CYPRUS
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,DENMARK
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,FINLAND
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,FRANCE
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,GERMANY
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,GREECE
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,HUNGARY
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,ITALY
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,NETHERLANDS
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,NORWAY
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,POLAND
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,PORTUGAL
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,ROMANIA
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,RUSSIAN FEDERATION
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,SWITZERLAND
Europe & Russia,May-21,23-May-21,24-May-21,Whit Sunday/Monday,UKRAINE
Europe & Russia,May-21,30-May-21,30-May-21,State Holiday,CROATIA
Europe & Russia,May-21,31-May-21,31-May-21,Spring Bank Holiday,UNITED KINGDOM
Europe & Russia,Jun-21,02-Jun-21,02-Jun-21,Republic day,ITALY
Europe & Russia,Jun-21,03-Jun-21,03-Jun-21,Corpus Christi,AUSTRIA
Europe & Russia,Jun-21,03-Jun-21,03-Jun-21,Corpus Christi,CROATIA
Europe & Russia,Jun-21,03-Jun-21,03-Jun-21,Corpus Christi,GERMANY
Europe & Russia,Jun-21,03-Jun-21,03-Jun-21,Corpus Christi,POLAND
Europe & Russia,Jun-21,03-Jun-21,03-Jun-21,Corpus Christi,PORTUGAL
Europe & Russia,Jun-21,05-Jun-21,05-Jun-21,Constitution Day,DENMARK
Europe & Russia,Jun-21,06-Jun-21,06-Jun-21,National Day,SWEDEN
Europe & Russia,Jun-21,07-Jun-21,07-Jun-21,Bank Holiday,IRELAND
Europe & Russia,Jun-21,07-Jun-21,07-Jun-21,National Day(SetteGiugno),MALTA
Europe & Russia,Jun-21,10-Jun-21,10-Jun-21,Portugal Day,PORTUGAL
Europe & Russia,Jun-21,12-Jun-21,12-Jun-21,National Day,RUSSIAN FEDERATION
Europe & Russia,Jun-21,13-Jun-21,13-Jun-21,Feast of St.Anthony,PORTUGAL
Europe & Russia,Jun-21,21-Jun-21,21-Jun-21,Orthodox Whit Monday,CYPRUS
Europe & Russia,Jun-21,21-Jun-21,21-Jun-21,Orthodox Whit Monday,GREECE
Europe & Russia,Jun-21,22-Jun-21,22-Jun-21,Anti Fascist struggle day,CROATIA
Europe & Russia,Jun-21,24-Jun-21,24-Jun-21,Sant Joan,SPAIN
Europe & Russia,Jun-21,25-Jun-21,26-Jun-21,Mid summer Day eve,FINLAND
